ticker,corp_code,corp_name,modify_date
060310,00378363,3S,20240801
095570,00365387,AJ네트웍스,20250327
006840,00125080,AK홀딩스,20250108
054620,00296078,APS,20250418
265520,01203808,AP시스템,20250404
211270,00874803,AP위성,20250502
109960,00653194,AP헬스케어,20240612
139050,00656021,BF랩스,20250226
027410,00219097,BGF,20221208
282330,01263022,BGF리테일,20231103
126600,00599595,BGF에코머티리얼즈,20231213
138930,00858364,BNK금융지주,20230320
001460,00122579,BYC,20230810
013720,00151605,CBI,20211229
083790,00407814,CG인바이츠,20250331
001040,00148540,CJ,20230109
079160,00303873,CJ CGV,20250326
035760,00265324,CJ ENM,20250207
311690,01071041,CJ 바이오사이언스,20230214
000120,00113410,CJ대한통운,20240326
011150,00129013,CJ씨푸드,20250106
097950,00635134,CJ제일제당,20240701
051500,00127954,CJ프레시웨이,20240626
058820,00380429,CMG제약,20230717
023460,00149266,CNH,20240401
056730,00318662,CNT85,20250430
065770,00303703,CS,20240702
083660,00406037,CSA 코스믹,20240708
000590,00149026,CS홀딩스,20221208
012030,00163345,DB,20221214
005830,00159102,DB손해보험,20230110
016610,00115694,DB증권,20250527
000990,00160843,DB하이텍,20230330
099520,00627029,DGI,20240809
060900,00367695,DGP,20230612
000300,00126089,DH오토넥스,20250502
290120,01182578,DH오토리드,20240229
025440,00110583,DH오토웨어,20250110
015590,00108746,DKME,20250519
000210,00109693,DL,20230502
375500,01524093,DL이앤씨,20240816
068790,00361594,DMS,20230331
007340,00116949,DN오토모티브,20230412
004840,00118266,DRB동일,20230324
241520,01109715,DSC인베스트먼트,20211206
155660,00110608,DSR,20230223
069730,00151298,DSR제강,20221202
017860,00108612,DS단석,20231222
180400,00995993,DXVX,20230821
092780,00117726,DYP,20250425
017940,00165583,E1,20230105
418620,01516890,E8,20250522
245620,01182550,EDGC,20241113
037370,00261054,EG,20231108
278990,01117246,EMB,20230217
365550,01437186,ESR켄달스퀘어리츠,20230119
050120,00175623,ES큐브,20240812
383220,01568413,F&F,20250414
007700,00126487,F&F 홀딩스,20250414
214270,01061497,FSN,20250409
130500,00491938,GH신소재,20230220
114090,00557508,GKL,20241203
900290,01170962,GRT,20181122
078930,00500254,GS,20221227
083450,00540863,GST,20250327
006360,00120030,GS건설,20250218
001250,00138190,GS글로벌,20250429
007070,00140177,GS리테일,20250321
499790,01882845,GS피앤엘,20250218
297890,00523936,HB솔루션,20220907
440290,00309460,HB인베스트먼트,20240220
078150,00255275,HB테크놀러지,20221209
012630,00164636,HDC,20250327
039570,00350312,HDC랩스,20240509
089470,00357935,HDC현대EP,20250327
294870,01310269,HDC현대산업개발,20250327
009540,00164830,HD한국조선해양,20240401
267250,01205709,HD현대,20240130
267270,01205842,HD현대건설기계,20230518
443060,01194689,HD현대마린솔루션,20250326
071970,00406046,HD현대마린엔진,20240814
010620,00164609,HD현대미포,20240415
322000,01199550,HD현대에너지솔루션,20231101
042670,00344287,HD현대인프라코어,20230426
267260,01205851,HD현대일렉트릭,20250326
329180,01390344,HD현대중공업,20240327
097230,00633835,HJ중공업,20240401
195940,01012066,HK이노엔,20240701
014790,00161116,HL D&I,20240925
028300,00199252,HLB,20240418
003580,00169048,HLB글로벌,20240529
278650,01189438,HLB바이오스텝,20250327
343090,01413371,HLB사이언스,20250502
067630,00365590,HLB생명과학,20230502
024850,00155586,HLB이노베이션,20250520
187420,00983916,HLB제넥스,20241230
047920,00336817,HLB제약,20240313
115450,00552859,HLB테라퓨틱스,20230710
046210,00172079,HLB파나진,20250217
196300,00808086,HLB펩,20250430
204320,01042775,HL만도,20230327
060980,00299002,HL홀딩스,20230329
011200,00164645,HMM,20250327
403870,01288827,HPSP,20250226
036640,00230911,HRS,20240826
035000,00140168,HS애드,20241008
002460,00174527,HS화성,20250331
487570,01854763,HS효성,20240826
298050,01316254,HS효성첨단소재,20250325
439730,01675421,IBKS제20호스팩,20240520
442770,01682740,IBKS제21호스팩,20240326
448760,01701328,IBKS제22호스팩,20240326
467930,01785700,IBKS제23호스팩,20240927
469480,01792791,IBKS제24호스팩,20240201
015360,00105101,INVENI,20250417
095340,00572905,ISC,20250331
175330,00980122,JB금융지주,20230113
950170,01041828,JTC,20241016
234080,00225706,JW생명과학,20241203
067290,00110431,JW신약,20230512
001060,00149947,JW중외제약,20240701
096760,00632304,JW홀딩스,20240328
035900,00258689,JYP Ent.,20221206
318000,00876166,KBG,20250225
024840,00158024,KBI메탈,20240329
105560,00688996,KB금융,20250108
415640,01880801,KB발해인프라,20241129
432320,01622720,KB스타리츠,20230726
024120,00157539,KB오토시스,20221205
455250,01724709,KB제25호스팩,20230623
464680,01785551,KB제27호스팩,20231103
476470,01810796,KB제28호스팩,20240517
478390,01816268,KB제29호스팩,20240621
486630,01851650,KB제30호스팩,20240925
492220,01866926,KB제31호스팩,20241212
021320,00105466,KCC건설,20240401
009440,00159971,KC그린홀딩스,20240308
112190,00366517,KC산업,20230111
119650,00797364,KC코트렐,20241022
044180,00111218,KD,20250331
092220,00589127,KEC,20250328
046440,00405278,KG모빌리언스,20230324
003620,00138242,KG모빌리티,20240514
016380,00115676,KG스틸,20230605
151860,00366137,KG에코솔루션,20250502
035600,00264547,KG이니시스,20230324
001390,00101220,KG케미칼,20230220
226360,01097906,KH 건설,20240314
111870,00125965,KH 미래물산,20241022
033180,00193009,KH 필룩스,20231108
060720,00378628,KH바텍,20230215
001940,00159740,KISCO홀딩스,20241231
058400,00208134,KNN,20211213
025000,00191472,KPX케미칼,20240325
092230,00587466,KPX홀딩스,20221128
000040,00112378,KR모터스,20240701
044450,00160232,KSS해운,20231116
101000,00618410,KS인더스트리,20250328
058850,00372882,KTcs,20250331
058860,00372873,KTis,20240731
089600,00486097,KT나스미디어,20250425
418470,01467451,KT밀리의서재,20250512
043610,00223762,KT지니뮤직,20250418
122450,00657987,KX,20250331
052900,00276834,KX하이텍,20240327
036560,00141389,KZ정밀,20250414
061970,00412348,LB세미콘,20230921
309960,00231901,LB인베스트먼트,20230329
093050,00593032,LF,20221209
003550,00120021,LG,20221220
034220,00105873,LG디스플레이,20240325
051900,00356370,LG생활건강,20230329
064400,00139834,LG씨엔에스,20250205
373220,01515323,LG에너지솔루션,20240326
032640,00231363,LG유플러스,20250326
011070,00105961,LG이노텍,20240322
066570,00401731,LG전자,20231218
037560,00222532,LG헬로비전,20230216
051910,00356361,LG화학,20230106
079550,00503668,LIG넥스원,20240326
225190,00992543,LK삼양,20240423
006260,00105952,LS,20230106
000680,00104698,LS네트웍스,20220330
060370,00225742,LS마린솔루션,20250326
417200,01528141,LS머트리얼즈,20231212
229640,01093007,LS에코에너지,20250404
078020,00330424,LS증권,20240621
322180,01309388,LS티라유텍,20250515
108320,00525934,LX세미콘,20240322
001120,00120076,LX인터내셔널,20231115
108670,00759513,LX하우시스,20250327
383800,01562589,LX홀딩스,20230217
476080,01704680,M83,20250102
086960,00445841,MDS테크,20250224
023150,00121534,MH에탄올,20250321
035420,00266961,NAVER,20240311
160550,00974927,NEW,20221130
053290,00363927,NE능률,20221202
060250,00357740,NHN KCP,20240502
104200,00645089,NHN벅스,20240424
400760,01480780,NH올원리츠,20240603
005940,00120182,NH투자증권,20240328
338100,01391033,NH프라임리츠,20230222
034310,00158316,NICE,20240102
063570,00363769,NICE인프라,20250425
030190,00158325,NICE평가정보,20250102
008260,00116301,NI스틸,20230327
222160,01037542,NPX,20250328
456040,01760738,OCI,20250428
010060,00148896,OCI홀딩스,20250327
178920,00767460,PI첨단소재,20230324
001340,00122472,PKC,20250421
024940,00133557,PN풍년,20221212
005490,00155319,POSCO홀딩스,20250321
332570,01015160,PS일렉트로닉스,20250507
218410,01078178,RFHIC,20240401
327260,01343665,RF머트리얼즈,20250328
474610,01286476,RF시스템즈,20241129
091340,00580667,S&K폴리텍,20250324
010950,00138279,S-Oil,20230510
419530,01082418,SAMG엔터,20230425
019550,00156910,SBI인베스트먼트,20250328
950110,00938688,SBI핀테크솔루션즈,20200401
034120,00130772,SBS,20231128
003080,00132725,SB성보,20250422
246960,01110182,SCL사이언스,20240904
099220,00574611,SDN,20240401
036540,00301246,SFA반도체,20230811
255220,00963976,SG,20230220
040610,00264714,SG&G,20250502
049470,00351579,SGA,20250226
184230,00988364,SGA솔루션즈,20240801
016250,00141246,SGC E&C,20240426
005090,00125150,SGC에너지,20240422
001380,00152039,SG글로벌,20221128
004060,00133511,SG세계물산,20221209
001770,00137809,SHD,20230130
002360,00136457,SH에너지화학,20221212
009160,00138260,SIMPAC,20230109
033530,00134510,SJG세종,20240924
034730,00181712,SK,20240328
357880,01381984,SKAI,20250312
011790,00139889,SKC,20240823
018670,00144164,SK가스,20230104
001740,00131780,SK네트웍스,20240826
006120,00131832,SK디스커버리,20250327
210980,00508344,SK디앤디,20230224
395400,01535150,SK리츠,20221220
302440,01319899,SK바이오사이언스,20240701
402340,01596425,SK스퀘어,20240816
260870,01188730,SK시그넷,20250331
361610,01386916,SK아이이테크놀로지,20250326
100090,00480367,SK오션플랜트,20230419
096770,00631518,SK이노베이션,20241216
475150,01817081,SK이터닉스,20240411
001510,00131850,SK증권,20240326
457940,01744703,SK증권제10호스팩,20230811
472230,01797440,SK증권제11호스팩,20240304
473000,01798722,SK증권제12호스팩,20240507
473950,01801822,SK증권제13호스팩,20240725
455910,01725577,SK증권제9호스팩,20230721
285130,01267170,SK케미칼,20230329
017670,00159023,SK텔레콤,20230217
000660,00164779,SK하이닉스,20240328
048550,00185046,SM C&C,20250326
063440,00367604,SM Life Design,20250325
003570,00134477,SNT다이내믹스,20230315
064960,00398792,SNT모티브,20221115
100840,00648721,SNT에너지,20220809
036530,00225159,SNT홀딩스,20230222
067160,00399694,SOOP,20250331
005610,00125530,SPC삼립,20241216
011810,00138297,STX,20221206
465770,01784394,STX그린로지스,20250331
077970,00480455,STX엔진,20230331
002820,00132211,SUN&L,20240412
289080,00599151,SV인베스트먼트,20220520
002710,00117300,TCC스틸,20250328
089230,00519252,THE E&M,20240206
032540,00201733,TJ미디어,20221115
022220,00140061,TKG애강,20230330
007980,00154329,TP,20240422
048770,00108649,TPC,20220225
246690,00778235,TS인베스트먼트,20230327
317240,01353024,TS트릴리온,20250224
002900,00117230,TYM,20240729
024070,00142865,WISCOM,20230327
057030,00307222,YBM넷,20221219
037270,00249247,YG PLUS,20230220
040300,00200275,YTN,20240529
051390,00296263,YW,20221212
052220,00370006,iMBC,20240701
139130,00878915,iM금융지주,20250415
079940,00506294,가비아,20241004
078890,00441304,가온그룹,20230417
000500,00104768,가온전선,20230324
399720,01364747,가온칩스,20230216
296520,01229240,가이아코퍼레이션,20240730
036620,00261009,감성코퍼레이션,20221118
000860,00100939,강남제비스코,20230214
198440,01032583,강동씨앤엘,20250327
217730,01025644,강스템바이오텍,20241209
035250,00255619,강원랜드,20231206
114190,00100601,강원에너지,20240502
094480,00587457,갤럭시아머니트리,20230102
011420,00129554,갤럭시아에스엠,20211213
039240,00206039,경남스틸,20221206
053950,00307028,경남제약,20240611
002100,00101433,경농,20240226
009450,00101488,경동나비엔,20250327
267290,01208885,경동도시가스,20230215
012320,00143527,경동인베스트,20230216
011040,00101549,경동제약,20240701
000050,00101628,경방,20221208
214390,00101664,경보제약,20250207
012610,00102113,경인양행,20230227
009140,00102140,경인전자,20221202
024910,00102353,경창산업,20250328
013580,00102432,계룡건설산업,20240603
012200,00102618,계양전기,20240701
002140,00102751,고려산업,20240702
049720,00336297,고려신용정보,20221214
010130,00102858,고려아연,20250509
002240,00103006,고려제강,20240401
014570,00103015,고려제약,20240701
348150,01399071,고바이오랩,20220802
950190,01416235,고스트스튜디오,20240828
098460,00579999,고영,20250401
035290,00249502,골드앤에스,20231229
215000,01067516,골프존,20230220
121440,00674498,골프존홀딩스,20250422
366030,01307335,공구우먼,20240827
009290,00103592,광동제약,20241007
086220,00523176,광동헬스바이오,20240701
014200,00103635,광림,20241204
017040,00103662,광명전기,20250425
029480,00186452,광무,20240909
017900,00152729,광전자,20230330
037710,00220561,광주신세계,20230221
026910,00104120,광진실업,20241114
440790,01677678,교보13호스팩,20221115
456490,01760640,교보14호스팩,20230706
465320,01781847,교보15호스팩,20231205
482520,01845701,교보16호스팩,20240813
489210,01866528,교보17호스팩,20241121
030610,00113359,교보증권,20230102
339770,00453284,교촌에프앤비,20240329
053270,00202060,구영테크,20240924
007690,00104388,국도화학,20250131
001140,00104519,국보,20250408
066620,00253985,국보디자인,20240325
043650,00256715,국순당,20221208
006050,00104537,국영지앤엠,20250326
060480,00203847,국일신동,20250326
078130,00104573,국일제지,20240130
307750,01329957,국전약품,20220228
002720,00104722,국제약품,20240701
035080,00244561,그래디언트,20250507
453450,01299203,그리드위즈,20240614
204020,00671978,그리티,20230221
402490,01370863,그린리소스,20240430
114450,00532059,그린생명과학,20240701
083420,00454946,그린케미칼,20221201
186230,00602279,그린플러스,20230328
014530,00105156,극동유화,20220216
900070,00783246,글로벌에스엠,20240326
204620,01042711,글로벌텍스프리,20241231
019660,00159731,글로본,20250324
014280,00105299,금강공업,20230131
053260,00105475,금강철강,20221130
008870,00168401,금비,20220816
001570,00106119,금양,20230621
282720,00872656,금양그린파워,20230313
002990,00106313,금호건설,20231219
011780,00106368,금호석유화학,20230104
214330,00105606,금호에이치티,20221201
001210,00106395,금호전기,20221129
073240,00481454,금호타이어,20241231
036190,00176516,금화피에스시,20230217
049080,00377018,기가레인,20240502
420770,00765569,기가비스,20230524
035460,00258421,기산텔레콤,20230220
092440,00106614,기신정기,20240813
000270,00106641,기아,20230109
024110,00149646,기업은행,20240604
456700,00874797,길교이앤씨,20230726
013700,00129420,까뮤이앤씨,20240105
004540,00113492,깨끗한나라,20250331
407400,01586455,꿈비,20240226
187790,00994994,나노,20221128
121600,00439965,나노신소재,20221121
286750,01136001,나노실리칸첨단소재,20250422
247660,00660459,나노씨엠에스,20230926
039860,00230425,나노엔텍,20221202
091970,00542074,나노캠텍,20231006
417010,01524118,나노팀,20240219
244880,01117422,나눔테크,20230215
405920,01021639,나라셀라,20230919
288490,01267550,나라소프트,20250509
051490,00297095,나라엠앤디,20240701
137080,00362122,나래나노텍,20250514
190510,00819374,나무가,20240723
242040,01136348,나무기술,20230223
293580,00651017,나우IB,20230919
459510,01594791,나우로보틱스,20250508
257990,00425254,나우코스,20240201
138610,00767628,나이벡,20240701
130580,00606293,나이스디앤비,20240930
036800,00264945,나이스정보통신,20240327
267320,01208849,나인테크,20220622
001260,00107066,남광토건,20250327
008350,00107224,남선알미늄,20220331
004270,00172185,남성,20240426
003920,00107598,남양유업,20240701
025860,00107987,남해화학,20250131
111710,00245694,남화산업,20220502
091590,00108001,남화토건,20250327
168330,00923792,내츄럴엔도텍,20231206
094860,00599106,네오리진,20221202
253590,01170865,네오셈,20221209
212560,00876865,네오오토,20240401
095660,00628860,네오위즈,20230222
042420,00266952,네오위즈홀딩스,20230221
950220,01511558,네오이뮨텍,20250403
311390,01219155,네오크레마,20240925
085910,00447928,네오티스,20230206
092730,00551920,네오팜,20230713
290660,01246034,네오펙트,20230222
306620,01325429,네온테크,20221212
153460,00842585,네이블,20240415
007390,00117276,네이처셀,20241231
033640,00227333,네패스,20240329
330860,01368354,네패스아크,20240329
351320,01440153,넥사다이내믹스,20250514
005720,00167192,넥센,20250327
002350,00173874,넥센타이어,20250327
089140,00416414,넥스턴바이오,20250401
389650,01385050,넥스트바이오메디컬,20240820
137940,00614593,넥스트아이,20240111
396270,01515864,넥스트칩,20240219
348210,01080252,넥스틴,20231218
092790,00220613,넥스틸,20231018
225570,01096341,넥슨게임즈,20240110
205500,01042429,넥써쓰,20250228
217270,01067808,넵튠,20250521
251270,00904672,넷마블,20250401
317860,01328170,노드메이슨,20230228
104620,00632845,노랑풍선,20221129
090350,00583442,노루페인트,20250324
000320,00113508,노루홀딩스,20221208
473980,01703849,노머스,20250324
194700,00811372,노바렉스,20240701
285490,01259232,노바텍,20230223
145170,00305941,노브랜드,20250401
229500,01065785,노브메타파마,20221122
106520,00536329,노블엠앤비,20240814
376930,01494118,노을,20240905
006280,00129679,녹십자,20240701
142280,00513948,녹십자엠에스,20250326
234690,01135057,녹십자웰빙,20241018
005250,00108135,녹십자홀딩스,20230220
004370,00108241,농심,20250416
072710,00459871,농심홀딩스,20230330
054050,00176835,농우바이오,20250502
069140,00410997,누리플랜,20231220
040160,00269889,누리플렉스,20240401
332290,01394669,누보,20230224
348340,01336461,뉴로메카,20231204
060260,00351375,뉴보텍,20240718
123840,00809429,뉴온,20250328
012340,00105040,뉴인텍,20230502
270870,01214248,뉴트리,20240701
144960,00521390,뉴파워프라즈마,20241126
085670,00493510,뉴프렉스,20221213
064260,00389970,다날,20240103
340360,01416642,다보링크,20250512
039560,00268251,다산네트웍스,20221129
154040,00624518,다산솔루에타,20250526
058730,00353878,다스코,20230508
030210,00156859,다올투자증권,20250206
023590,00176914,다우기술,20231106
032190,00238782,다우데이타,20250314
323350,01344363,다원넥스뷰,20240611
068240,00523307,다원시스,20211206
145210,00453488,다이나믹디자인,20240701
483650,01649204,달바글로벌,20250522
464580,01605282,닷밀,20250225
019680,00108913,대교,20250326
006370,00108977,대구백화점,20221128
008060,00109189,대덕,20230216
353200,01478712,대덕전자,20230216
000490,00109286,대동,20211213
178600,00910202,대동고려삼,20240902
020400,00191287,대동금속,20230907
008830,00109310,대동기어,20250328
048470,00109268,대동스틸,20240502
008110,00157104,대동전자,20220316
004780,00109587,대륙제관,20221212
005750,00109754,대림바스,20250411
017650,00109781,대림제지,20230228
006570,00109824,대림통상,20240228
389260,01150515,대명에너지,20240415
317850,00450995,대모,20240628
290670,01259418,대보마그네틱,20230224
078140,00442826,대봉엘에스,20221213
065150,00390860,대산F&B,20250217
001680,00121941,대상,20240701
084690,00539274,대상홀딩스,20221206
036480,00177320,대성미생물,20230327
128820,00828789,대성산업,20231020
117580,00787376,대성에너지,20240321
027830,00109037,대성창투,20240401
104040,00442905,대성파인텍,20211207
129920,00577335,대성하이텍,20221208
016710,00108940,대성홀딩스,20230621
442310,01696451,대신밸런스제14호스팩,20221205
457630,01738483,대신밸런스제16호스팩,20230904
471050,01792825,대신밸런스제17호스팩,20240124
478780,01817610,대신밸런스제18호스팩,20240822
482690,01845534,대신밸런스제19호스팩,20241120
020180,00110875,대신정보통신,20240522
003540,00110893,대신증권,20230131
045390,00318316,대아티아이,20250327
009190,00111111,대양금속,20250115
108380,00111193,대양전기공업,20221213
014160,00111458,대영포장,20220405
047040,00124540,대우건설,20241213
003090,00111810,대웅,20241025
069620,00427483,대웅제약,20240329
007680,00111838,대원,20241120
000430,00111847,대원강업,20250122
048910,00351807,대원미디어,20221207
005710,00111874,대원산업,20211213
006340,00260392,대원전선,20211229
003220,00111999,대원제약,20250102
024890,00112022,대원화성,20221214
290380,00384948,대유,20241216
002880,00149804,대유에이텍,20250402
120240,00250997,대정화금,20221206
003310,00112457,대주산업,20241122
114920,00414540,대주이엔티,20240401
078600,00177816,대주전자재료,20221207
393970,01549472,대진첨단소재,20250306
012800,00112651,대창,20250327
015230,00112679,대창단조,20230222
096350,00177870,대창솔루션,20250428
140520,00112721,대창스틸,20221201
131220,00608316,대한과학,20221205
010170,00113261,대한광통신,20241017
054670,00207375,대한뉴팜,20250417
001070,00112970,대한방직,20220204
023910,00113128,대한약품,20240701
006650,00260383,대한유화,20221215
001440,00113207,대한전선,20240404
084010,00113225,대한제강,20230403
001790,00113234,대한제당,20240701
001130,00113243,대한제분,20240701
003490,00113526,대한항공,20221229
005880,00113535,대한해운,20250401
003830,00113544,대한화섬,20250502
016090,00113614,대현,20240401
069460,00428729,대호에이엘,20250124
021040,00166175,대호특수강,20240718
067080,00210740,대화제약,20240701
298540,01214743,더네이쳐홀딩스,20230216
032860,00205687,더라미,20250325
214610,01049167,더바이오메드,20250509
475560,00968607,더본코리아,20241106
192080,01010110,더블유게임즈,20230418
393890,01291317,더블유씨피,20230208
299170,01318261,더블유에스아이,20230817
012510,00172291,더존비즈온,20221223
462860,01563667,더즌,20250324
224060,00530413,더코디,20250401
302920,00991225,더콘텐츠온,20241227
043090,00351454,더테크놀로지,20240624
213420,01061558,덕산네오룩스,20241104
317330,01021666,덕산테코피아,20230222
077360,00471068,덕산하이메탈,20241104
004830,00114093,덕성,20221109
090410,00454937,덕신이피씨,20250307
263600,00571298,덕우전자,20230223
194480,01008762,데브시스터즈,20250211
373160,01455492,데이원컴퍼니,20250124
263800,00877819,데이타솔루션,20230221
199150,00553025,데이터스트림즈,20230220
206560,01021949,덱스터,20220228
261200,01187494,덴티스,20221124
145720,00526599,덴티움,20240715
227420,01109690,도부,20250526
067990,00449379,도이치모터스,20230223
002150,00114552,도화엔지니어링,20230327
006620,00114686,동구바이오제약,20240701
100130,00415594,동국S&C,20240327
005160,00172680,동국산업,20240802
303810,01233465,동국생명과학,20250217
460850,01765256,동국씨엠,20250219
075970,00472890,동국알앤에스,20230323
460860,01765265,동국제강,20240702
086450,00114808,동국제약,20240701
001230,00114792,동국홀딩스,20240502
023450,00115065,동남합성,20221229
004140,00115287,동방,20221124
240550,01073261,동방메디컬,20250213
099410,00526678,동방선기,20230330
007590,00115384,동방아그로,20221129
005960,00115612,동부건설,20230323
026960,00144395,동서,20250324
002210,00116268,동성제약,20241015
102260,00679314,동성케미컬,20250502
033500,00231105,동성화인텍,20230713
025950,00116408,동신건설,20250410
000640,00116824,동아쏘시오홀딩스,20240809
170900,00956930,동아에스티,20240809
088130,00489243,동아엘텍,20240327
028100,00178754,동아지질,20250327
041930,00199988,동아화성,20221212
001520,00117337,동양,20250401
084670,00540641,동양고속,20240329
082640,00117267,동양생명,20250106
060380,00178851,동양에스텍,20221202
079960,00178790,동양이엔피,20231116
008970,00117629,동양철관,20230220
228340,00993931,동양파일,20221124
088910,00228712,동우팜투테이블,20230403
094170,00695969,동운아나텍,20221130
049770,00340917,동원F&B,20240701
013120,00117966,동원개발,20250331
018500,00118008,동원금속,20220311
006040,00118026,동원산업,20250327
030720,00118044,동원수산,20240401
014820,00132637,동원시스템즈,20250327
111380,00367710,동인기연,20231121
163560,00939687,동일고무벨트,20250321
109860,00118284,동일금속,20220225
032960,00199076,동일기연,20250313
004890,00172936,동일산업,20221215
023790,00172945,동일스틸럭스,20241227
002690,00118451,동일제강,20230403
005290,00118804,동진쎄미켐,20250226
025900,00173032,동화기업,20230331
000020,00119195,동화약품,20250327
000150,00117212,두산,20250401
454910,01105153,두산로보틱스,20250401
241560,01032486,두산밥캣,20221229
034020,00159616,두산에너빌리티,20230111
131970,00563545,두산테스나,20250516
336260,01412725,두산퓨얼셀,20250328
016740,00119672,두올,20240520
073190,00407771,듀오백,20231204
176750,00867034,듀켐바이오,20250304
030350,00230036,드래곤플라이,20240603
203650,01038693,드림시큐리티,20250327
223250,00916826,드림씨아이에스,20230214
060570,00364467,드림어스컴퍼니,20240701
362990,01492688,드림인사이트,20240906
192650,00415646,드림텍,20240624
016670,00125725,디모아,20221130
187870,00624509,디바이스,20250425
477760,01814589,디비금융스팩12호,20240618
489730,01857991,디비금융제13호스팩,20241128
024090,00177199,디씨엠,20221212
003160,00118275,디아이,20221205
001530,00118345,디아이동일,20230215
092200,00112165,디아이씨,20230216
110990,00576798,디아이티,20240418
263690,00966168,디알젬,20220221
214680,01062867,디알텍,20230222
347850,01376715,디앤디파마텍,20240920
377190,01475609,디앤디플랫폼리츠,20240122
263720,01186404,디앤씨미디어,20250416
376300,01456011,디어유,20250217
109740,00530121,디에스케이,20220223
031860,00180865,디에이치엑스컴퍼니,20250512
196490,00660121,디에이테크놀로지,20240402
066900,00303192,디에이피,20231205
092070,00569691,디엔에프,20241014
039840,00115931,디오,20240528
013570,00117179,디와이,20230327
024900,00114154,디와이덕양,20250502
219550,01089378,디와이디,20250203
310870,01336443,디와이씨,20230223
210540,01059605,디와이파워,20221213
104460,00602136,디와이피엔에프,20241202
079810,00445160,디이엔티,20250502
113810,00576789,디젠스,20221212
043360,00295547,디지아이,20221205
